Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,label
384,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25,1
385,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37,2
386,0.58,0.41,0.51,0.26,0.5,0.0,0.51,0.37,2
387,0.41,0.6,0.53,0.29,0.5,0.0,0.47,0.43,1
388,0.69,0.5,0.49,0.42,0.5,0.0,0.49,0.22,0
389,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22,2
390,0.6,0.48,0.44,0.52,0.5,0.0,0.54,0.63,1
391,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26,1
392,0.28,0.51,0.55,0.11,0.5,0.0,0.46,0.22,1
393,0.56,0.57,0.63,0.39,1.0,0.0,0.59,0.4,1
394,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,2
395,0.46,0.57,0.57,0.15,0.5,0.0,0.52,0.26,1
396,0.43,0.42,0.54,0.22,0.5,0.0,0.57,0.33,1
397,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22,0
398,0.48,0.34,0.47,0.14,0.5,0.0,0.47,0.26,2
399,0.35,0.4,0.53,0.18,0.5,0.0,0.42,0.38,2
400,0.47,0.45,0.53,0.62,0.5,0.0,0.46,0.22,0
401,0.53,0.43,0.47,0.15,0.5,0.0,0.58,0.22,2
402,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22,2
403,0.44,0.42,0.62,0.14,0.5,0.0,0.55,0.37,1
404,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,1
404,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,1
405,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,1
405,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,1
406,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22,6
407,0.48,0.57,0.5,0.09,0.5,0.0,0.52,0.42,1
408,0.61,0.57,0.45,0.21,0.5,0.0,0.5,0.42,1
409,0.56,0.44,0.56,0.19,0.5,0.0,0.54,0.22,2
410,0.51,0.63,0.3,0.35,0.5,0.0,0.53,0.27,6
411,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27,6
412,0.37,0.22,0.64,0.35,0.5,0.0,0.47,0.22,1
413,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,1
414,0.49,0.37,0.59,0.17,0.5,0.0,0.51,0.22,1
413,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,1
415,0.53,0.53,0.53,0.17,0.5,0.0,0.49,0.37,1
416,0.29,0.68,0.47,0.26,0.5,0.0,0.47,0.37,1
417,0.5,0.45,0.49,0.15,0.5,0.0,0.55,0.43,1
418,0.33,0.28,0.31,0.24,0.5,0.0,0.53,0.22,6
419,0.85,0.85,0.3,0.31,0.5,0.0,0.55,0.42,3
420,0.43,0.39,0.51,0.28,0.5,0.0,0.4,0.22,1
421,0.61,0.54,0.49,0.16,0.5,0.0,0.54,0.42,2
422,0.34,0.35,0.61,0.19,0.5,0.0,0.52,0.25,1
423,0.55,0.53,0.56,0.29,0.5,0.0,0.48,0.22,0
424,0.66,0.62,0.52,0.17,0.5,0.0,0.49,0.22,2
425,0.44,0.41,0.58,0.2,0.5,0.0,0.57,0.25,2
426,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22,6
427,0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22,0
428,0.38,0.46,0.52,0.75,0.5,0.0,0.5,0.26,0
429,0.61,0.54,0.49,0.19,0.5,0.0,0.54,0.47,2
430,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,1
431,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,1
432,0.32,0.34,0.61,0.17,0.5,0.0,0.52,0.32,1
433,0.34,0.34,0.61,0.18,0.5,0.0,0.52,0.32,1
434,0.51,0.68,0.49,0.59,0.5,0.0,0.54,0.27,0
435,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22,2
436,0.41,0.43,0.5,0.28,0.5,0.0,0.5,0.22,2
437,0.3,0.5,0.34,0.26,0.5,0.0,0.51,0.22,6
438,0.49,0.4,0.34,0.26,0.5,0.0,0.5,0.22,6
439,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,6
440,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,6
441,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,6
442,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,6
443,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,6
444,0.42,0.44,0.33,0.17,0.5,0.0,0.54,0.27,6
445,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22,8
446,0.53,0.56,0.49,0.46,0.5,0.0,0.52,0.22,0
447,0.45,0.54,0.54,0.62,0.5,0.0,0.53,0.22,0
448,0.51,0.43,0.63,0.18,0.5,0.0,0.52,0.22,2
449,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22,0
450,0.55,0.49,0.5,0.46,0.5,0.0,0.52,0.25,0
451,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,2
452,0.5,0.53,0.45,0.44,0.5,0.0,0.49,0.22,0
453,0.45,0.59,0.53,0.74,0.5,0.0,0.47,0.25,0
454,0.57,0.61,0.55,0.67,0.5,0.0,0.48,0.22,0
455,0.54,0.45,0.62,0.13,0.5,0.0,0.52,0.26,1
456,0.67,0.51,0.53,0.28,0.5,0.0,0.51,0.22,0
457,0.35,0.49,0.47,0.22,0.5,0.0,0.5,0.28,0
458,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11,0
459,0.51,0.34,0.43,0.18,0.5,0.0,0.48,0.25,2
460,0.56,0.45,0.59,0.14,0.5,0.0,0.51,0.26,1
461,0.45,0.38,0.59,0.18,0.5,0.0,0.44,0.45,1
462,0.43,0.51,0.6,0.25,0.5,0.0,0.55,0.22,2
463,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3,6
464,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,6
465,0.89,0.81,0.36,0.71,0.5,0.0,0.55,0.63,3
466,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22,0
467,0.59,0.57,0.46,0.14,0.5,0.0,0.52,0.22,0
468,0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32,6
469,0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32,6
470,0.42,0.32,0.61,0.13,0.5,0.0,0.14,0.27,1
471,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55,6
472,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,5
473,0.5,0.45,0.49,0.3,0.5,0.0,0.47,0.4,1
474,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22,0
475,0.32,0.36,0.34,0.19,0.5,0.0,0.55,0.26,6
476,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25,6
477,0.7,0.73,0.37,0.37,0.5,0.0,0.48,0.31,3
478,0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22,5
479,0.65,0.61,0.39,0.3,0.5,0.0,0.57,0.28,6
480,0.47,0.43,0.35,0.32,0.5,0.0,0.54,0.22,6
481,0.42,0.25,0.6,0.14,0.5,0.0,0.45,0.22,2
482,0.23,0.34,0.41,0.28,0.5,0.0,0.5,0.27,1
483,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,9
484,0.34,0.31,0.6,0.37,0.5,0.0,0.5,0.3,1
485,0.59,0.53,0.47,0.26,0.5,0.0,0.53,0.31,1
486,0.67,0.63,0.34,0.41,0.5,0.0,0.6,0.33,3
487,0.7,0.73,0.38,0.36,0.5,0.0,0.54,0.22,3
488,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,0
489,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,0
490,0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22,4
491,0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22,4
492,0.48,0.43,0.45,0.17,0.5,0.0,0.48,0.37,6
493,0.36,0.35,0.47,0.22,0.5,0.0,0.44,0.31,6
494,0.57,0.49,0.48,0.16,0.5,0.0,0.51,0.22,1
495,0.43,0.52,0.53,0.52,1.0,0.0,0.49,0.22,2
496,0.38,0.49,0.54,1.0,0.5,0.0,0.5,0.27,2
497,0.43,0.32,0.56,0.27,0.5,0.0,0.47,0.27,1
498,0.84,0.87,0.45,0.54,0.5,0.0,0.28,0.22,3
499,0.27,0.56,0.56,0.18,0.5,0.0,0.52,0.22,2
500,0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22,5
501,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,9
502,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22,6
503,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,4
504,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31,2
505,0.52,0.48,0.54,0.28,0.5,0.0,0.54,0.22,1
506,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,5
507,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,5
508,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,5
509,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,5
510,0.36,0.44,0.57,0.18,0.5,0.0,0.42,0.22,0
511,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26,6
512,0.52,0.48,0.58,0.55,0.5,0.0,0.48,0.22,2
513,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22,7
514,0.43,0.38,0.51,0.24,0.5,0.0,0.46,0.33,1
515,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22,0
516,0.83,0.53,0.52,0.2,0.5,0.0,0.48,0.25,5
517,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22,5
518,0.51,0.43,0.47,0.19,0.5,0.0,0.52,0.37,2
519,0.54,0.54,0.49,0.14,0.5,0.0,0.56,0.22,2
520,0.44,0.41,0.44,0.13,0.5,0.0,0.49,0.42,1
521,0.52,0.62,0.54,0.19,0.5,0.0,0.5,0.22,0
522,0.46,0.4,0.38,0.18,0.5,0.0,0.49,0.22,6
523,0.68,0.5,0.55,0.65,0.5,0.0,0.46,0.31,0
524,0.53,0.44,0.47,0.22,0.5,0.0,0.53,0.22,1
525,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,0
526,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25,6
527,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26,2
528,0.44,0.53,0.43,0.17,0.5,0.0,0.54,0.75,1
529,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22,2
530,0.52,0.49,0.57,0.57,0.5,0.0,0.51,0.22,1
531,0.62,0.64,0.56,0.2,0.5,0.0,0.48,0.33,1
532,0.46,0.32,0.58,0.17,0.5,0.0,0.61,0.25,1
533,0.78,0.48,0.47,0.3,0.5,0.0,0.53,0.47,5
534,0.49,0.62,0.65,0.18,0.5,0.0,0.46,0.43,1
535,0.5,0.34,0.62,0.19,0.5,0.0,0.57,0.22,2
536,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26,6
537,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27,2
538,0.33,0.37,0.54,0.28,0.5,0.0,0.53,0.27,1
539,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,6
540,0.33,0.38,0.53,0.26,0.5,0.0,0.52,0.27,1
541,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22,2
542,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22,0
543,0.47,0.54,0.54,0.48,0.5,0.0,0.53,0.26,0
544,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22,0
545,0.41,0.41,0.51,0.19,0.5,0.0,0.57,0.22,0
546,0.81,0.65,0.52,0.41,0.5,0.0,0.57,0.26,0
547,0.5,0.49,0.52,0.2,0.5,0.0,0.43,0.52,1
548,0.18,0.48,0.46,0.12,0.5,0.0,0.0,0.25,1
549,0.26,0.38,0.52,0.36,0.5,0.0,0.48,0.56,1
550,0.53,0.51,0.51,0.11,0.5,0.0,0.49,0.41,1
551,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,0
552,0.62,0.6,0.47,0.16,0.5,0.0,0.53,0.22,2
553,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,8
554,0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22,0
555,0.51,0.47,0.41,0.44,0.5,0.0,0.5,0.22,6
556,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,5
557,0.49,0.44,0.45,0.22,0.5,0.0,0.51,0.22,2
558,0.32,0.47,0.55,0.25,0.5,0.0,0.49,0.22,0
559,0.46,0.57,0.52,0.28,0.5,0.0,0.52,0.22,1
560,0.53,0.48,0.45,0.44,0.5,0.0,0.49,0.27,0
561,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22,0
562,0.7,0.53,0.42,0.22,0.5,0.0,0.51,0.28,1
563,0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22,4
564,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22,6
565,0.55,0.49,0.45,0.18,0.5,0.0,0.49,0.22,1
566,0.4,0.53,0.61,0.21,0.5,0.0,0.48,0.33,1
567,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,2
568,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,2
569,0.34,0.54,0.54,0.13,0.5,0.0,0.52,0.22,2
570,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4,1
571,0.55,0.65,0.5,0.28,0.5,0.0,0.55,0.22,1
572,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22,2
573,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22,4
574,0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22,4
575,0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,4
576,0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22,0
577,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27,0
578,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,0
579,0.54,0.52,0.54,0.2,0.5,0.0,0.55,0.25,1
580,0.37,0.31,0.53,0.16,0.5,0.0,0.53,0.44,1
581,0.43,0.39,0.59,0.13,0.5,0.0,0.41,0.43,1
582,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,0
583,0.6,0.59,0.45,0.23,0.5,0.0,0.55,0.22,0
584,0.45,0.73,0.47,0.65,0.5,0.0,0.54,0.43,0
585,0.66,0.54,0.49,0.16,0.5,0.0,0.54,0.36,1
586,0.46,0.55,0.61,0.13,0.5,0.0,0.47,0.22,2
587,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,8
588,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22,5
589,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25,5
590,0.89,0.52,0.41,0.26,0.5,0.0,0.52,0.31,5
591,0.67,0.51,0.54,0.21,0.5,0.0,0.43,0.3,0
592,0.58,0.46,0.46,0.34,0.5,0.0,0.5,0.43,1
593,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36,0
594,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,0
595,0.39,0.3,0.56,0.12,0.5,0.0,0.53,0.38,1
596,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22,0
597,0.36,0.4,0.53,0.48,0.5,0.0,0.48,0.22,0
598,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22,0
599,0.41,0.54,0.58,0.2,0.5,0.0,0.52,0.22,0
600,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11,0
601,0.52,0.5,0.59,0.31,0.5,0.0,0.5,0.22,0
602,0.42,0.53,0.53,0.64,0.5,0.0,0.47,0.22,0
603,0.5,0.46,0.64,0.36,0.5,0.0,0.49,0.22,0
604,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,0
605,0.45,0.38,0.64,0.14,0.5,0.0,0.54,0.22,0
606,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28,0
607,0.53,0.42,0.58,0.29,0.5,0.0,0.5,0.22,0
608,0.41,0.52,0.53,0.41,0.5,0.0,0.39,0.33,0
609,0.45,0.43,0.63,0.4,0.5,0.0,0.59,0.11,0
610,0.44,0.44,0.67,0.35,0.5,0.0,0.48,0.26,0
611,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11,0
612,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21,0
613,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,0
614,0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22,0
615,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28,0
616,0.6,0.46,0.59,0.16,0.5,0.0,0.49,0.22,0
617,0.36,0.38,0.56,0.44,0.5,0.0,0.48,0.22,0
618,0.53,0.52,0.61,0.35,0.5,0.0,0.5,0.22,0
619,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22,0
620,0.55,0.5,0.6,0.31,0.5,0.0,0.46,0.27,0
621,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27,0
622,0.65,0.53,0.55,0.52,0.5,0.0,0.47,0.27,0
623,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22,0
624,0.58,0.53,0.5,0.53,0.5,0.0,0.47,0.31,0
625,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22,0
626,0.55,0.59,0.47,0.64,0.5,0.0,0.54,0.33,0
627,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22,0
628,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22,0
629,0.76,0.76,0.35,0.27,0.5,0.0,0.44,0.22,3
630,0.51,0.56,0.51,0.42,0.5,0.0,0.53,0.36,0
631,0.43,0.32,0.5,0.29,0.5,0.0,0.5,0.22,0
632,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22,0
633,0.32,0.45,0.44,0.2,0.5,0.0,0.55,0.33,1
634,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22,1
635,0.49,0.46,0.42,0.46,0.5,0.0,0.55,0.22,1
636,0.5,0.56,0.49,0.61,0.5,0.0,0.5,0.22,0
637,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,0
638,0.52,0.38,0.62,0.12,0.5,0.0,0.41,0.28,1
639,0.53,0.4,0.57,0.12,0.5,0.0,0.53,0.32,1
640,0.51,0.56,0.62,0.24,0.5,0.0,0.52,0.51,1
641,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,0
642,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22,0
643,0.58,0.57,0.54,0.69,0.5,0.0,0.54,0.22,0
644,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,0
645,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22,0
646,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,0
647,0.41,0.47,0.58,0.62,0.5,0.0,0.5,0.22,0
648,0.44,0.53,0.53,0.37,0.5,0.0,0.51,0.22,0
649,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22,2
650,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,0
651,0.47,0.46,0.55,0.28,0.5,0.0,0.44,0.46,1
652,0.39,0.35,0.49,0.17,0.5,0.0,0.49,0.22,1
653,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,2
654,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22,2
655,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,2
656,0.41,0.59,0.46,0.19,0.5,0.0,0.36,0.22,4
657,0.58,0.56,0.52,0.25,0.5,0.0,0.57,0.35,1
658,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22,4
659,0.81,0.79,0.32,0.37,0.5,0.0,0.41,0.22,3
660,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22,6
661,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22,2
662,0.56,0.63,0.52,0.2,0.5,0.0,0.34,0.26,1
663,0.42,0.28,0.57,0.18,0.5,0.0,0.42,0.22,1
664,0.51,0.46,0.54,0.41,0.5,0.0,0.53,0.22,0
665,0.6,0.51,0.52,0.45,0.5,0.0,0.5,0.27,0
666,0.37,0.41,0.45,0.14,0.5,0.0,0.47,0.22,2
667,0.37,0.51,0.57,0.4,0.5,0.0,0.48,0.27,0
668,0.36,0.39,0.55,0.26,0.5,0.0,0.49,0.22,1
669,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,2
670,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31,2
671,0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22,5
672,0.47,0.59,0.37,0.31,0.5,0.0,0.51,0.36,1
673,0.48,0.62,0.52,0.3,0.5,0.0,0.51,0.37,1
674,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27,0
675,0.48,0.54,0.53,0.6,0.5,0.0,0.53,0.31,1
676,0.33,0.46,0.53,0.29,0.5,0.0,0.5,0.55,1
677,0.36,0.44,0.51,0.17,0.5,0.0,0.6,0.19,1
678,0.39,0.34,0.68,0.3,0.5,0.0,0.5,0.29,1
679,0.11,0.41,0.67,0.13,0.5,0.0,0.45,0.29,1
680,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31,1
681,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22,2
682,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22,2
683,0.36,0.3,0.5,0.19,0.5,0.0,0.55,0.3,1
684,0.49,0.44,0.51,0.18,0.5,0.0,0.52,0.27,2
685,0.35,0.44,0.54,0.26,0.5,0.0,0.52,0.26,1
686,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57,1
687,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75,1
688,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31,1
689,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26,1
690,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22,1
691,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28,1
692,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22,2
693,0.75,0.67,0.51,0.29,0.5,0.0,0.52,0.36,0
694,0.47,0.47,0.5,0.15,0.5,0.0,0.5,0.48,1
695,0.51,0.34,0.49,0.16,0.5,0.0,0.53,0.21,1
696,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22,1
697,0.45,0.41,0.58,0.48,0.5,0.0,0.53,0.64,1
698,0.9,0.54,0.59,0.2,0.5,0.0,0.48,0.22,1
699,0.88,0.59,0.54,0.39,0.5,0.0,0.41,0.3,1
700,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25,1
701,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31,1
702,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22,1
703,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,5
704,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,5
705,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22,0
706,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,0
707,0.75,0.66,0.64,0.39,0.5,0.0,0.46,0.32,0
708,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22,0
709,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22,1
710,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22,6
711,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,1
712,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53,1
713,0.39,0.28,0.54,0.14,0.5,0.0,0.59,0.22,0
714,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,5
715,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,8
716,0.28,0.48,0.56,0.16,0.5,0.0,0.48,0.26,2
717,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35,2
718,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31,1
719,0.56,0.48,0.5,0.3,0.5,0.0,0.51,0.22,2
720,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,8
721,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,8
722,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,8
723,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22,8
724,0.45,0.46,0.61,0.2,0.5,0.0,0.62,0.22,2
725,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,6
726,0.6,0.54,0.54,0.53,0.5,0.0,0.52,0.27,0
727,0.49,0.52,0.53,0.7,0.5,0.0,0.51,0.22,0
728,0.49,0.45,0.53,0.16,0.5,0.0,0.49,0.31,2
729,0.51,0.46,0.57,0.25,0.5,0.0,0.53,0.22,2
730,0.49,0.45,0.46,0.18,0.5,0.0,0.49,0.31,2
731,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22,2
732,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22,2
733,0.39,0.58,0.5,0.1,0.5,0.0,0.51,0.25,2
734,0.7,0.84,0.49,0.28,1.0,0.0,0.58,0.22,9
735,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37,1
736,0.61,0.46,0.44,0.47,0.5,0.0,0.5,0.37,1
737,0.41,0.48,0.38,0.13,0.5,0.0,0.51,0.35,6
738,0.37,0.42,0.6,0.13,0.5,0.0,0.51,0.22,1
739,0.45,0.58,0.59,0.44,0.5,0.0,0.56,0.22,0
740,0.74,0.89,0.32,0.24,0.5,0.0,0.54,0.32,3
741,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22,7
742,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22,7
743,0.8,0.82,0.57,0.26,0.5,0.0,0.57,0.27,7
744,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22,7
745,0.4,0.36,0.55,0.15,0.5,0.0,0.53,0.22,7
746,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,1
747,0.5,0.32,0.49,0.49,0.5,0.0,0.48,0.32,0
748,0.45,0.53,0.47,0.43,0.5,0.0,0.5,0.27,0
749,0.75,0.6,0.43,0.35,0.5,0.0,0.45,0.27,0
750,0.56,0.68,0.52,0.39,0.5,0.0,0.36,0.22,0
751,0.48,0.45,0.59,0.35,0.5,0.0,0.55,0.3,0
752,0.26,0.28,0.6,0.2,0.5,0.0,0.54,0.31,0
753,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,0
754,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,0
755,0.59,0.58,0.47,0.61,0.5,0.0,0.44,0.3,0
756,0.5,0.57,0.62,0.25,0.5,0.0,0.51,0.22,0
757,0.57,0.49,0.5,0.2,0.5,0.0,0.51,0.28,2
758,0.62,0.43,0.49,0.29,0.5,0.0,0.5,0.27,2
759,0.45,0.41,0.49,0.14,1.0,0.0,0.53,0.3,2
760,0.47,0.49,0.6,0.15,0.5,0.0,0.38,0.22,2
761,0.41,0.48,0.54,0.24,0.5,0.0,0.37,0.51,1
762,0.46,0.46,0.53,0.23,0.5,0.0,0.51,0.22,2
763,0.48,0.42,0.48,0.19,0.5,0.0,0.58,0.22,2
764,0.43,0.45,0.53,0.19,0.5,0.0,0.56,0.22,2
765,0.28,0.36,0.55,0.15,0.5,0.0,0.57,0.22,2
766,0.48,0.46,0.58,0.26,0.5,0.0,0.44,0.22,1
767,0.74,0.72,0.5,0.28,0.5,0.0,0.5,0.27,4
